Passage ID,English Text,Chinese Translation,gpt_response_parsing_failed
295003,"Rewrite the mixed numbers as improper fractionsWriting as improper fractions [1]Multiply the improper fractions, we can multiply the numerators, and multiply the denominatorsSimplify the answer, 4 is a factor of both 132 and 28Answer as an improper fraction [1]Rewrite as a mixed number [1]

",,
295022,"You should be able to type directly into your calculator. [1]Convert to standard form. [1]

",,
295078,"

",,
295091,"Rewrite the equation using the solution from part (a).Add 108 to both sides.Square root both sides. Remember there are two values, a positive and a negative.[1]Add 9 to both sides.Simplify the expressions using your calculator. or [1]Rounding to 3sf is acceptable:  or

",,
300985,"Use the TABLE function of your calculator with f(x) = 3x + 2 from x = −2 to x = 2  to produce the table below(If you don't have the TABLE function on your calculator then you can produce the table manually by substituting x values into f(x) = 3x + 2) Copy the table down as it is worth a method mark!at least 2 correct coordinate pairs found  [1]No scale is specified in the question so just draw the axes using a scale of one square for one unit on both axesPosition the axes anywhere in the gridLabel the x and y axes and write the scale- make sure the x axis extends between at least −2 and 2, while the y axis extends between at least −4 and 8 (the range of values found in the table) axes drawn and labelled with scale [1]Plot the points from the table of values on the gridat least 2 points plotted correctly [1]Using a ruler or straight edge, join the points with a straight line. The line should go through all the points if they have been calculated correctly fully correct line between x = −2 and x = 2 [1]It is also possible to answer this question using y = mx + c, but using a table allows you to decide on the scale of the axes easily

",,
301196,"Substitute the answer from part (a) into the terms given in part (a)first 3 terms are; Find r by dividing consecutive terms. From 1st and 2nd terms, using your calculator,Or directly from the 2nd and 3rd terms,To go from the 3rd term to the 5th term, multiply the third term by r twice (or by r2). This is a calculator question, so there is no need to show the working, however it is a ""show that"" question so you must show the reasoning/ calculation belowexpressing the relationship between 3rd and 5th term [1]complete explanation [1]

",,
295151,"Write as an algebraic equation using k as the input and output.Remember to use brackets around the first part (k +14) as this must be done before multiplying by 5. Correct expression [1] Setting expression equal to k [1]Multiply out the brackets. Subtract k from both sides. Subtract 70 from both sides. Solve by dividing both sides by 4.  [1]

",,
295169,"

",,
295200,"Find angle DEC.Angle DEC + Angle CEB  = 180o  (Angles on a straight line)[1]Find angle EDC.Angle DAB + Angle CDA = 180o (Co-interior angles)[1]Form an equation for the interior angles of triangle CDE and solve to find .Angle CDE + Angle DEC + Angle DCE = 180o   (Angles in a triangle) [1]Fully correct reasons [1]

",,
295209,"

",,
295249,"Substitute the given values into the given formula.[1] [1]

",,
295277,"



",,
295299,"Apply the outside power to all the terms inside (using the index law )  Write 33 as 27 (because  33 = 3 × 3 × 3) 33 = 27 Multiply the x powers together (using the index law )  Multiply the y powers together (using the index law ) any two terms correct [1]Write down the final answer (by multiplying the three terms together) [1]

",,
295388,"In your answer, use the facts that he doesn't have a calculator, and that £2 = 7 lira is the same as £1 = 3.50 lira.It is a sensible start, because with his approximation he can do the calculations in his head.  Also £2 = 7 lira is the same as £1 = 3.50 lira, so his approximation is quite close to the actual exchange rate.  [1]

",,
295496,"

",,
295525,"Substitute the values given for w and d into the expression for T.Type the problem into your calculator, use the square root, fraction, standard form buttons and the arrow keys to type the whole expression in in one go. [1]Convert to standard form. [1]Round your answer to 3 significant figures. The third significant figure is the digit 1, however this is followed by a 7 which is greater than 5 s round it up to a 2.4.52 × 103 [1]

",,
295513,"Use the law of indices; The second option,  [1]

",,
295529,"First write  in terms of n.Apply the distributive law to the terms in the brackets.Put """" directly into your calculator.""125"" or ""1021n"" (see below) [1]Use the law  to rewrite .[1]Convert to standard form. [1]

",,
295580,"

",,
295674,"

",,
295677,"

",,
295678,"

",,
295680,"

",,
295684,"

",,
295690,"

",,
295694,"

",,
294033,"First find the probability that Liz picks a blue ball.[1]With combined probabilities 'and' usually means 'multiply' and 'or' usually means 'add'.'Mike picks a blue ball' is the same as     Liz picks blue (1/3) AND Mike picks blue (8/22)OR     Liz picks red (2/3) AND Mike picks blue (7/22)(Note that there will be 22 balls in bag Y after Liz puts her ball from bag X into it.  And 7 or 8 of those 22 balls will be blue, depending on which colour Liz picked from X and put into Y.)Multiply those fractions and then add the products together to find the answer. [2]1 mark for at least one correct product.  1 mark for two products added together.Now don't forget to show that the two probabilities are equal!P(Liz picks a blue ball) and P(Mike picks a blue ball) are both equal to   [1]

",,
295728,"

",,
295726,"As these are similar shapes, the area scale factor is the square of the length scale factor.Write down the ratio of the areas of the three different shapes. or  seen [1]Find the total area of the shaded part by subtracting the area of the smallest shape from the area of the middle-sized shape.Subtract the area of the middle-sized shape from the area of the largest shape.Add the result of this to the area of the smallest shape to find the total area of the parts that are unshaded. or   seen [1]Write down the ratio of the total shaded area to the total unshaded area.Simplify. [1]

",,
295746,"First we need to draw the lines for the 3 inequalities. To draw the lines, treat them as equations and use your knowledge of linear graphs y = mx + c. All three inequalities are  or  so should be drawn with solid linesFor , draw , a horizontal line through −1 on the y-axisFor , draw , a line through (0, 4) with a gradient of −1For , draw , a line through (0, −1) with a gradient of 3one mark for each correctly drawn line [3]Shade the unwanted  regions for each lineFor , the unwanted region is below the line, so simply shade below the line For , the unwanted region is above the line, so shade above. To check, pick a point such as (0, 0) and substitute into the inequality:(0, 0) is in the wanted region so shade everything on the other side of the line For , the unwanted region is above the line, so shade above. To check substitute (0, 0) again:(0, 0) is in the unwanted region, so shade the (0, 0) side of the line Finally, don't forget to label the wanted region ""R""!correct region clearly indicated [1]

",,
295758,"



",,
295818,"



",,
299937,"Method 1Find the frequencies (areas) of all the bars (by multiplying their widths by their frequency densities) 2 × 2.5 + 3 × 4 + 5 × 3.4 + 5 × 2.2 + 15 × 1= 5 + 12 + 17 + 11 + 15 = 60allow one error [1]Find the frequency between 20 and 30 by splitting the 15 - 30 bar (to get a width from 20 to 30) 10 × 1 = 10[1]Find the proportion of customers who waited longer than 20 minutes (by dividing 10 by 60)   [1]Method 2Count the number of small squares in total (in all five bars) 100 + 240 + 340 + 220 + 300 = 1200 small squares in total[1]Count the number of small squares between 20 and 30 minutes 200 small squares[1]Find the proportion of customers who waited longer than 20 minutes (by dividing 100 by 600)   [1]

",,
295920,"

",,
295947,"

",,
295952,"

",,
295964,"

",,
295965,"

",,
295967,"

",,
295982,"Find angle AEB.Angle FEG = Angle AEB   (Vertically opposite angles)Angle AEB = 70o[1]Find angle BAE.Angle BAE = Angle DEA   (Alternate angles)Angle BAE = 54oFind angle ABE.Angle BAE + Angle AEB + Angle ABE = 180o   (Angles in a triangle)Find angle EBC.Angle ABE + Angle EBC = 180o   (Angles on a straight line) [1] One appropriate reason related to parallel lines given [1]Full reasons given appropriate to the method [1]

",,
295986,"Opposite angles in a parallelogram are equal.Form an equation in terms of  for the bottom left and top right angles.[1]Subtract  from both sides.Add 20 to both sides.[1]Divide both sides by 3.Two adjacent angles in a parallelogram sum to 180o (co-interior angles in parallel lines).Form an equation in terms of  and  for the bottom right and top right angles.Substitute  into equation.Simplify.Add 20 to both sides.[1]Divide both sides by 4.  Correct value for  [1]Correct value for  [1]

",,
295995,"

",,
296008,"

",,
294158,"Before starting, mark the bearing of J from K on the diagram so that you are clear which angle you are trying to find: Triangle JKP is isosceles so you can calculate the size of angles PJK and PKJ.[1]Mark this result on the diagram.If you extend the North line southwards, you can see that angle PJK and the angle marked y are alternate angles. (We are told that J is due South of P; so PJ and the North/ South line are parallel lines).[1]The bearing (marked as x above) is 180° plus 62°.Answer = 242° [1]

",,
296042,"Draw a radius from O to point B.Let angle OBA  = [1]Angle OBC  = 90o   (Angle between a radius and a tangent = 90o) [1]Find angle OAB.Angle OAB  = Angle OBA   (Triangle OAB  is isosceles)Angle OAB  = Find angle AOB.Angle AOB  + Angle OAB  + Angle OBA  = 180o   (Angles in a triangle = 180o)Angle AOB  +  +  = 180Angle AOB  = (180 - 2)oFind angle BOC.Angle BOC  + Angle AOB  = 180o   (Angles along a straight line = 180o)Angle BOC  + 180 - 2 = 180Angle BOC  = 2o Find angle OCB.Angle OCB  + Angle OBC  + Angle BOC  = 180o   (Angles in a triangle = 180o)Angle OCB  + 90 + 2 = 180[1]Angle OCB  = 90 - 2Find angle ACB.Angle ACB  = Angle OCBAngle ACB  = (90 - 2)o [1]Full reasons given for method throughout [1]

",,
296199,"

",,
296233,"Start by filling in the centre and the section outside the circles as you know these numbers.Subtract the number of people that study all three from the numbers that study two to find the numbers that study exactly two.10 - 4 = 6 study Russian and French only13 - 4 = 9 study French and German only6 - 4 = 2 study Russian and German onlySubtract the people that study German and another language from the people that study German to find the number that study only German.24 - 4 - 9 - 2 = 9 study German onlyDouble the number that study French only to find the number that study Russian only, leave this in terms of x. 3 sections correct [1] 5 sections correct [1] All sections correct [1]

",,
296234,"

",,
296264,"

",,
296358,"You should be able to type directly into your calculator. [1]Convert to standard form. [1]

",,
296436,"Method 1Use the fact [1]Factorise out the largest square factor from 18. [1]

Method 2Use the fact  to write the  as a product of prime factors. [1]Multiply the terms together and use the fact  [1]

",,
296467,"Use the law of indices that .Write the value of . [1]Note that the answer is the value of m, not ""39""

",,
296568,"Substitute the given values into the given formula.[1] [1]

",,
296629,"

",,
296633,"

",,
296635,"

",,
296638,"

",,
296642,"

",,
296655,"Using the given expression  state the values of  and .Substitute the values for  and  into the given identity.Simplify inside the brackets on the right hand side.Complete the multiplication using whichever method you prefer.[1] [1]The mark for the correct answer is only given if the correct working is seen

",,
296685,"Write as an algebraic equation using x as the input and output.  Correct expression [1] Setting expression equal to x [1]Subtract x from both sides. Solve by subtracting 5 from both sides.   [1]

",,
296781,"



",,
296782,"



",,
296742,"



",,
296762,"

",,
296752,"



",,
296812,"Method 1Expand the brackets.[1]Subtract 15 from both sides.Divide both sides by 5. [1]

Method 260 is divisible by 5 so divide both sides by 5.[1]Subtract 3 from both sides. [1]

",,
296847,"

",,
296863,"

",,
306515,"Begin by joining the point O to the point A and marking all the radiuses as equal lengths on the diagram.This creates two isosceles triangles, triangle AOB and triangle AOC.The base angles of isosceles triangles are equal, mark these equal angles on the diagram, labelling the angles in one triangle with one variable and the angles in the other triangle with a different variable.Let angle  and angle .Then angle .Write angle BAC in terms of  and .[1]Angles in a triangle add up to 180°, use this to find the angles AOC and BOC.Angles at a point add up to 360°, use this to find an expression for angle BOC in terms of  and .[1]Simplify.[1]We have already shown that  .The base angles of an isosceles triangle are equalAngles at a point add up to 360°Therefore Angle BOC  =  2(Angle BAC ) All reasons given clearly [1]

",,
296881,"

",,
296894,"

",,
296895,"

",,
296903,"On the diagram, mark on AE = 17 and AM = 8 (as it is half of AB = 16)  Use Pythagoras' Theorem to find EM2 [1] Take square roots of both sides to find EM15 [1]Square rooting must be seen for the final mark, as it is a ""show that"" question

",,
296893,"

",,
296914,"Find angle CBD.Angle CBD + Angle ABD = 180o   (Angles on a straight line)[1]Find angle BDC.Angle BDC + Angle BCD + Angle DBC = 180o   (Angles in a triangle)AE and BD are parallel lines, find angle DEA.Angle DEA = Angle BDC   (Corresponding angles) [1]One appropriate reason given relating to parallel lines [1]Full reasoning given appropriate to the method [1]

",,
296908,"



",,
296925,"

",,
297379,"On the diagram, mark on AE = 17 and AM = 8 (as it is half of AB = 16)  Use Pythagoras' Theorem to find EM2 [1] Take square roots of both sides to find EM15 [1]Square rooting must be seen for the final mark, as it is a ""show that"" question

",,
300792,"Method 1Congruent triangles have three equal angles and three equal sides.You do not need to show that all of them are equal to prove congruence, you can look for one of the five standard tests of congruence. These are SAS, SSS, ASA, AAS, RHS. Use the information given in the question to look for corresponding angles and sides that are equal.Write which angles or sides are equal out clearly in the proof, making sure to give the reasons why they are equal.The point M is the midpoint of AC, so AM = MC. AM = MC The shape LMNB is a parallelogram. In parallelograms, opposite sides are equal. MN and BL are opposite sides in a parallelogram, so they are equal.The point L is the midpoint of AB, so AL = LB. AL = MN The shape LMNB is a parallelogram. In parallelograms, opposite sides are equal. LM and BN are opposite sides in a parallelogram, so they are equal.The point N is the midpoint of BC, so BN = NC. LM = NC The statement that if three corresponding sides are the same then the two triangles are congruent must be made. This is the SSS property (side, side, side)AM  = MC as M is the midpoint of AC.AL  = MN as L is the midpoint of AB and MN and BL are opposite sides of a parallelogram.LM  = NC as N is the midpoint of BC and LM and BN are opposite sides of a parallelogram.At least one of the three statements given, with reasons [1]Any two of the statements given, with reasons [1]By the standard test SSS the triangles are congruent.Reason given, must include reference to SSS [1]

Method 2Congruent triangles have three equal angles and three equal sides.You do not need to show that all of them are equal to prove congruence, you can look for one of the five standard tests of congruence. These are SAS, SSS, ASA, AAS, RHS. Use the information given in the question to look for corresponding angles and sides that are equal.Write which angles or sides are equal out clearly in the proof, making sure to give the reasons why they are equal.The point M is the midpoint of AC, so AM = MC. AM = MC Corresponding angles on parallel lines are equal. Angle ALM = angle LBN = angle MNCThey are all corresponding angles on parallel linesCorresponding angles on parallel lines are equal. Angle AML = angle MCNThey are corresponding angles on parallel lines LM and BN are opposite sides in a parallelogram, so they are equal.The statement that if two corresponding angles and a corresponding side are the same then the two triangles are congruent must be made. This is the AAS property (angle, angle, side)AM  = MC as M is the midpoint of AC.Angle ALM  = angle MNC as they are corresponding angles on parallel lines.Angle AML  = angle MCN as they are corresponding angles on parallel lines.At least one of the three statements given, with reasons [1]Any two of the statements given, with reasons [1]By the standard test AAS the triangles are congruent.Reason given, must include reference to AAS [1]

",,
297380,"



",,
297050,"Rewrite 20 as a multiplication involving a square number, in this case 4[1]Rewrite this surd using the fact that Simplify using  [1]

",,
300954,"Method 1:Ignore the decimal and find 183 × 47.Column method, multiply the 7 by each part in the top row, place a zero in the units column of the next row and then multiply the 4 by each digit. Add the two rows together. Complete method shown [1]Digits 8601 shown [1]183 = 1.83 × 100 so divide the answer by 100.1.83 × 47 = 86.01 [1]Method 2:Ignore the decimal and find 183 × 47.Grid method, split 183 into 100 + 80 + 3 and 47 into 40 + 7 and set up in a grid.Complete method shown [1]Digits 8601 shown [1]183 = 1.83 × 100 so divide the answer by 100.1.83 × 47 = 86.01 [1]

",,
297101,"Method 1The position vector of the midpoint of the line AB is found using the formula .[1]Simplify. [1]

Method 2Find a path starting at A and ending at B using known vectors.Use the property that reversing the direction of the vector is the same as multiplying it by -1.Use the given vectors. [1]M is the midpoint of AB therefore .Find a path from O to M.Simplify.  [1]

",,
307416,"Begin by joining the point O to the point A and marking all the radiuses as equal lengths on the diagram.This creates two isosceles triangles, triangle AOB and triangle AOC.The base angles of isosceles triangles are equal, mark these equal angles on the diagram, labelling the angles in one triangle with one variable and the angles in the other triangle with a different variable.Let angle  and angle .Then angle .Write angle BAC in terms of  and .[1]Angles in a triangle add up to 180°, use this to find the angles AOC and BOC.Angles at a point add up to 360°, use this to find an expression for angle BOC in terms of  and .[1]Simplify.[1]We have already shown that  .The base angles of an isosceles triangle are equalAngles at a point add up to 360°Therefore Angle BOC  =  2(Angle BAC ) All reasons given clearly [1]

",,
297131,"

",,
297132,"

",,
297159,"Use the law of indices that .Write the value of . [1]Note that the answer is the value of n, not ""521""

",,
297185,"



",,
297382,"





",,
297457,"Rewrite 20 as a multiplication involving a square number, in this case 4[1]Rewrite this surd using the fact that Simplify using  [1]

",,
297485,"

",,
297486,"

",,
297501,"

",,
297502,"

",,
297507,"

",,
297565,"At least one is faulty' is the same thing as 'both aren't not faulty'.The easiest way to do this is to find the 'not faulty AND not faulty' probability and subtract it from 1.In combined probabilities, 'and' usually means 'multiply'.So multiply 0.98 by 0.95 to find the probability both bottles are not faulty.[1]Then subtract that from 1 to find the probability that at least one is faulty.0.069  [1]You can also do this by multiplying to get the probabilities for 'faulty AND faulty', 'faulty AND not faulty', and 'not faulty AND faulty', and then adding those together to get the answer.I.e.,

",,
297566,"

",,
297694,"Make a single relevant statement regarding the general trend or the 4th quarter trend.The trend in sales will continue at a similar rate [1]Other correct comments include:The number of computers he sells in the 4th quarter increases every yearThe rate of number of sales has increased in Q4Sales will continue to rise at a constant rateIncorrect comments that will gain 0 marks include:His sales will have a positive correlation between the year and amount soldThat he will sell moreThat his figure in 2018 will be better than his figure in 2017

",,
297739,"and from part (a), . Therefore;[1]Rearrange to find t in terms of x.Square root both sides to find t in terms of x.This can be simplified to;  which is in the form expected if t is inversely proportional to   [1]

",,
297764,"Write the expression out in full as a pair of brackets which are multipliedExpand the pair of brackets[1]Simplify, remember that  [2]Mark for each correct term

",,
297779,"Simplify using the index law: . [1]

",,
297796,"Rewrite 20 as a multiplication involving a square number, in this case 4[1]Rewrite this surd using the fact that Simplify using  [1]

",,
297837,"In your answer, use the facts that he doesn't have a calculator, and that £2 = 7 lira is the same as £1 = 3.50 lira.It is a sensible start, because with his approximation he can do the calculations in his head.  Also £2 = 7 lira is the same as £1 = 3.50 lira, so his approximation is quite close to the actual exchange rate.  [1]

",,
297869,"

",,
297867,"

",,
297904,"Collect the g terms 6g - 4g = 2g Collect the h terms -5h + 2h = -3heither 2g or -3h seen [1]Write down the final answer2g - 3h [1]

",,
297906,"Substitute the given values into the given formula.[1] [1]

",,
297902,"Substitute the given values into the given formula.[1] [1]

",,
297968,"

",,
297959,"If 10 more boys and 1 more girls join there will be;'' boys and '' girlsThe number of boys equals the number of girls.[1]Subtract one from both sides.If we combine this with the equation given in part (a), then we have a pair of simultaneous equations.We can solve these by elimination or substitution. Here we will use substitution.[1]Solve, in this case by subtracting   and then subtracting 2 from both sides. [1]Be careful! We have not fully answered the question until we have found . Substitute  into  or . [1]Perform a mental check; ""7 boys and 10 more join means 17 boys; 16 girls and one more joins means 17 girls; the same number of boys and girls""

",,
297972,"Form an expression in terms of  for the output of function C.  [1] From part (a)(i) an algebraic expression for the output of function A with an input of  is .For any value of  to be the same for the output of function C to be the same as the output of function A te=he expressions must be identical expressions. Set the expressions equal to each other.Factorise the expression for the output of function A.  p correct [1] q correct [1]

",,
297991,"Equate ""180"" to the nth term expression and solve for n. ""n"" is the position in the sequence so must be an integer for 108 to be in the sequence[1]no, because n is not an integer [1]A valid reason must be stated to achieve the mark

",,
297986,"



",,
298029,"Before starting this question, make sure you are familiar with finding equations of straight lines (y = mx + c), and equations of perpendicular linesIt may help to sketch P on the diagramFirst work out the gradient of the radius OP.  Gradient = [1]The tangent is perpendicular to the radius, therefore the gradient of the tangent at P is the negative reciprocal of the gradient of OP[1]The tangent takes the form . Substitute the point P  into [1]Solve to find [1]Write the equation of the tangent using your found values of  and  [1]

",,
298049,"

",,
298050,"

",,
298060,"

",,
298061,"

",,
298062,"

",,
298047,"

",,
298048,"

",,
298075,"All three lines are solid lines so take ≤ or ≥ (rather than < or >).For each line, first find its equation. One of them has already been given in the diagram: .The shaded region is below this line so the inequality is; [1]We then have a horizontal line and another diagonal line.Horizontal lines are of the form """" and in this case it passes through -3 on the y-axis so the equation is;And the shaded area is above the line so the inequality is; [1]Diagonal lines are of the form """" where m is the gradient of the line and c is the y-intercept. We can find the gradient of the unlabelled diagonal line using , for example between (0, 1) and (1, 0).gradient = Therefore the line takes the form . And the y-intercept is 1 so the equation of the unlabelled diagonal line is;The shaded region is below this line so the inequality is; [1]Equivalent forms such as  are equally valid

",,
298121,"



",,
298125,"



",,
298172,"

",,
298217,"Begin by joining the point O to the point A and marking all the radiuses as equal lengths on the diagram.This creates two isosceles triangles, triangle AOB and triangle AOC.The base angles of isosceles triangles are equal, mark these equal angles on the diagram, labelling the angles in one triangle with one variable and the angles in the other triangle with a different variable.Let angle  and angle .Then angle .Write angle BAC in terms of  and .[1]Angles in a triangle add up to 180°, use this to find the angles AOC and BOC.Angles at a point add up to 360°, use this to find an expression for angle BOC in terms of  and .[1]Simplify.[1]We have already shown that  .The base angles of an isosceles triangle are equalAngles at a point add up to 360°Therefore Angle BOC  =  2(Angle BAC ) All reasons given clearly [1]

",,
298246,"Method 1The position vector of the midpoint of the line AB is found using the formula .[1]Simplify. [1]

Method 2Find a path starting at A and ending at B using known vectors.Use the property that reversing the direction of the vector is the same as multiplying it by -1.Use the given vectors. [1]M is the midpoint of AB therefore .Find a path from O to M.Simplify.  [1]

",,
298417,"

",,
298447,"Simplify using the index law:  [1]

",,
298458,"You should be able to type directly into your calculator. [1]Convert to standard form. [1]

",,
298541,"

",,
298504,"The probability of rolling a 1 is The probability of rolling a 2 or a 3 is The probability of rolling an even number (2, 4, or 6) is The probability of rolling an odd number (1, 3, or 5) is   and  (or ) [1] and  [1]

",,
298526,"You should be able to type directly into your calculator. [1]Convert to an ordinary number.[1]

",,
298531,"

",,
298547,"

",,
298617,"First of all figure out how many letters one person can put into envelopes in one hour.Start by dividing 600 by 2, to see how many Sam and her two friends did in one hour.That is how many three of them did in one hour.Divide that by 3 to see how many one of them did in one hour.[1]So each person can put 100 letters in envelopes in one hour.To see how many four people can do in two hours, multiply that by 4 (the number of people) and 2 (the number of hours).800 letters  [1]

",,
298625,"First of all figure out how many letters one person can put into envelopes in one hour.Start by dividing 600 by 2, to see how many Sam and her two friends did in one hour.That is how many three of them did in one hour.Divide that by 3 to see how many one of them did in one hour.[1]So each person can put 100 letters in envelopes in one hour.To see how many four people can do in two hours, multiply that by 4 (the number of people) and 2 (the number of hours).800 letters  [1]

",,
298652,"



",,
298666,"

",,
298683,"First multiply boht sides by  to eliminate the fraction.Use the law of indices """" to simplify both sides.[1]As both abse numbers (y) are the same, we can set up an equation using the powers only.Solve this equation to find n. [1]

",,
298680,"Start by expanding the bracket on the left-hand side.Remember to expand both parts of the bracket.[1]Bring the x terms to one side by subtracting the term with the smallest coefficient of x (x).  [1]Add 6 to both sides.Divide both sides by 2. [1]Or as a fraction

",,
298760,"Completing the square is easiest when dealing with a single, positive x2 term, so take a factor of -2.To avoid fractions, take this factor out of the x2 and x terms only.[1]Complete the square for the part in brackets.[1]Expand and rearrange into the required form.[1] [1]i.e. .

",,
298780,"Method 1Expand the brackets.[1]Subtract 15 from both sides.Divide both sides by 5. [1]

Method 260 is divisible by 5 so divide both sides by 5.[1]Subtract 3 from both sides. [1]

",,
298786,"

",,
298798,"Give the whole letter a name.Let  be a whole numberThen write the sentence in terms of .Using the result from part (a) we can say thatSpot that these are three consecutive numbers and so can be rewritten. are three consecutive numbers∴ at least one of them must be even, let this be [1]one will be a multiple of 3, let this be [1]let the other number be Now use algebra to show the required result that the product of these three numbers can be written in the form """".This is in the required form but we should say why  is an integer.Since  are integers,  is an integer∴ is a multiple of 6Write a conclusion to finish the proof.Since the difference between a whole number and it's cube can be written in the form , where  is an integer, the difference is a multiple of 6 [1]

",,
298839,"



",,
298878,"



",,
298894,"Rewrite as powers using the laws of indicesAnd differentiate [1]

",,
298928,"Differentiate each term.two terms correct (out of three) and no extra terms such as ""4"" [1]fully correct answer [1]

",,
298926,"Rewrite  as a negative power of x using the laws of indicesDifferentiate with respect to x one term correct [1]fully correct answer [1]

",,
298932,"Rewrite as powers using the laws of indicesAnd differentiate [1]

",,
298935,"

",,
298936,"Differentiate each term.two terms correct [1]fully correct answer [1]

",,
298946,"It helps to rewrite these functions back in the form f(x) and g(x)gf : x is the same as gf(x) which means g(f(x))Write the algebraic expression for f(x) inside g(...)  Find  by replacing the x's in g(x) with the brackets  [1]Expand the brackets in the numerator and simplify the denominator  The top and bottom have a factor of 2 which can be cancelled  Write your final answer as gf : x  →  ... [1]

",,
298953,"

",,
298990,"



",,
298994,"fg(x) means f(g(x))Write the expression for g(x) inside f(...)  Find  by replacing the x's in f(x) with the brackets  [1]Squaring a square-root cancels it outCollect like terms  Write your final answer as fg(x) = ... [1]

",,
298998,"We could use the method of making the x terms equal (multiply second equation by 2) or by making the y terms equal (multiply the second equation by 5).Alternatively, as one of the equation has a single y term, we can rearrange it to make y the subject and then substitute into the other equation.Start by rearranging the second equation.Substitute this rearrangement into the first equation.[1]Expand and simplify to form an equation in x.Solve for x.Substitute this value of x into either of the original equations to find y.(In this case it will actually be easiest to use our rearranged .)[1]Write the final answer down, making sure x and y are the correct way round! [1]

",,
299027,"First multiply boht sides by  to eliminate the fraction.Use the law of indices """" to simplify both sides.[1]As both abse numbers (y) are the same, we can set up an equation using the powers only.Solve this equation to find n. [1]

",,
299047,"



",,
299043,"First multiply boht sides by  to eliminate the fraction.Use the law of indices """" to simplify both sides.[1]As both abse numbers (y) are the same, we can set up an equation using the powers only.Solve this equation to find n. [1]

",,
299068,"Simplify  by using the fact that 150 = 25 × 6Split up  by using  and combine the surds on the bottom of the fraction using the same idea in reverseSimplify top or bottom to be in terms of  [1]Simplify top and bottom to be in terms of  [1]Simplify the top of the fraction4 [1]

",,
299130,"Find the total cost of 23 tickets bought separately23 × £24 = £552Find the saving£552 - £425 = £127[1]Express the saving as a percentage of the total cost of buying separately[1]23% [1]

",,
299160,"Use the law of indices that .Write the value of . [1]Note that the answer is the value of n, not ""521""

",,
299162,"Use the index law that  to simplify the numerator.[1]Rearrange so that 7p appears on its own side.And use the index law that  to simplify the left hand side to a single power of 7.Write the value of . [1]

",,
299148,"





",,
299211,"

",,
299253,"Substitute the given values into the given formula  [1]Find the value of this using your calculator, be careful with negatives and powers, use brackets as shown to help Round to 4 significant figures and write in standard form1991 is 1.991×1000, which is 103 [1]Correct rounding to 4 significant figures [1]Correct application of standard form [1]

",,
299267,"Substitute the given values into the given formula.[1] [1]

",,
299284,"You should be able to type directly into your calculator. [1]Convert to standard form. [1]

",,
299323,"

",,
299315,"Rewrite 20 as a multiplication involving a square number, in this case 4[1]Rewrite this surd using the fact that Simplify using  [1]

",,
299321,"

",,
265995,"Find the gradient of the straight line with equation

",Error in response,"The gradient of a straight line can be found by looking at the coefficient of x in the equation of the line. If the equation of the line is in the form y = mx + c, where m is the gradient and c is the y-intercept, then the gradient is the value of m. Please provide the equation of the straight line so that I can find the gradient for you."
299375,"You should be able to input this calculation directly into your calculator, as seenBe careful to make sure that the power of 3 on the 1.9 is within the square root, using brackets can sometimes helpWrite down the full answer shown on your calculator display, as requested in the question157.668255 [2]1 mark for truncated or rounded version of answer to no less than 3 significant figures

",,
299502,"

",,
299505,"

",,
299507,"

",,
299510,"

",,
299496,"



",,
299501,"

",,
299518,"

",,
299527,"fg(x) means f(g(x))Write the algebraic expression for g(x) inside f(...)  Find  by replacing the x's in f(x) with the brackets  [1]Simplify the denominator  Write your final answer as fg(x) = ... [1]

",,
299532,"Write as an algebraic equation using x as the input and output.  Correct expression [1] Setting expression equal to x [1]Subtract x from both sides. Solve by subtracting 5 from both sides.   [1]

",,
299516,"

",,
299547,"



",,
299581,"



",,
299600,"



",,
299609,""""" represents a stretch by a factor of  in the x-axis. In (4, 5), the y-coordinate remains the same, but the x-coordinate is multiplied by .x-coordinate(2, 5) [1]A common mistake is to multiply the x- (or y-) coordinate by 2.

"""" represents a translation of 7 units down, or −7 in the y-axis. In (4, 5), the x-coordinate remains the same, but subtract 7 from the y-coordinate.y-coordinate(4, −2) [1]

",,
299625,"On the diagram, mark on AE = 17 and AM = 8 (as it is half of AB = 16)  Use Pythagoras' Theorem to find EM2 [1] Take square roots of both sides to find EM15 [1]Square rooting must be seen for the final mark, as it is a ""show that"" question

",,
299636,"Find angle CBD.Angle CBD + Angle ABD = 180o   (Angles on a straight line)[1]Find angle BDC.Angle BDC + Angle BCD + Angle DBC = 180o   (Angles in a triangle)AE and BD are parallel lines, find angle DEA.Angle DEA = Angle BDC   (Corresponding angles) [1]One appropriate reason given relating to parallel lines [1]Full reasoning given appropriate to the method [1]

",,
299631,"



",,
299633,"Find angle DEC.Angle DEC + Angle CEB  = 180o  (Angles on a straight line)[1]Find angle EDC.Angle DAB + Angle CDA = 180o (Co-interior angles)[1]Form an equation for the interior angles of triangle CDE and solve to find .Angle CDE + Angle DEC + Angle DCE = 180o   (Angles in a triangle) [1]Fully correct reasons [1]

",,
299663,"

",,
