ID,Section Merged,Topic,English Text Problem,English Text Solution,Section,Haochen Database ID
21408,Geometry and Measures,vectors,"Two vectors, a and b, are shown on the 1 centimetre grid below.

Show that the vector a + 2b has length 7cm.You may use the grid below.

","The vector a + 2b is the same as a + b + bDraw the vectors a, followed by b, followed by b again on the grid as shown (vectors must have arrows and labels) 
 The vector a + 2b connects the start to the finish, which in this case goes vertically upwardsDraw this vector on and measure its lengths by counting squares

The length of a + 2b is 7 cm
2b drawn correctly [1]2b correctly connected to a [1]fully correct triangle drawn with a + 2b labelled and with correct vector arrow [1]",4-geometry-and-measures,
24686,Congruence and Similarity,vectors,"Two vectors, a and b, are shown on the 1 centimetre grid below.

Show that the vector a + 2b has length 7cm.You may use the grid below.

","The vector a + 2b is the same as a + b + bDraw the vectors a, followed by b, followed by b again on the grid as shown (vectors must have arrows and labels) 
 The vector a + 2b connects the start to the finish, which in this case goes vertically upwardsDraw this vector on and measure its lengths by counting squares

The length of a + 2b is 7 cm
2b drawn correctly [1]2b correctly connected to a [1]fully correct triangle drawn with a + 2b labelled and with correct vector arrow [1]",9-congruence-and-similarity,
20337,Geometry and Measures,area-and-perimeter,"A large rectangle is made by joining three identical small rectangles as shown.

The perimeter of one small rectangle is 15 cm
Work out the perimeter of the large rectangle.
.............................cm","Notice that the width of the rectangle is half of its length. 
Let the width of the rectangle be , then the length of the rectangle is .
[1]
Add these dimensions to a small rectangle on the diagram.

Form an equation by adding the four edges of the small rectangle together and letting it equal 15.

[1]
Simplify and solve to find .

[1]
So the width of a small rectangle is 2.5 cm and the length is 5 cm.
Add these to the outside of the diagram.

Find the perimeter by adding the lengths around edge of the big rectangle together.

 Perimeter = 25 cm [1]",4-geometry-and-measures,
20490,Geometry and Measures,area-and-perimeter,"A large rectangle is made by joining three identical small rectangles as shown.

The perimeter of one small rectangle is 15 cm
Work out the perimeter of the large rectangle.
.............................cm","Notice that the width of the rectangle is half of its length. 
Let the width of the rectangle be , then the length of the rectangle is .
[1]
Add these dimensions to a small rectangle on the diagram.

Form an equation by adding the four edges of the small rectangle together and letting it equal 15.

[1]
Simplify and solve to find .

[1]
So the width of a small rectangle is 2.5 cm and the length is 5 cm.
Add these to the outside of the diagram.

Find the perimeter by adding the lengths around edge of the big rectangle together.

 Perimeter = 25 cm [1]",4-geometry-and-measures,
16516,Algebra,transformations-of-graphs,"
The diagram shows part of the curve with equation .The coordinates of the minimum point of this curve are 
Write down the coordinates of the minimum point of the curve with equation
i)

[1]
ii)

[1]
iii)

[1]","i)

""f(x) + 3"" represents a translation of 3 units up. In (3, −4), the x-coordinate remains the same, but 3 is added to the y-coordinate
(3, −1) [1]

 ii)

""f(x + 2)"" represents a translation of 2 units left. In (3, −4), the y-coordinate remains the same, but subtract 2 from the x-coordinate
(1, −4) [1]a common mistake is to add 2 to the x-coordinate, stating ""(5, −4)"" 

 iii)

""f(−x)"" represents a reflection in the y-axis. In (3, −4), the y-coordinate remains the same, and the x-coordinate becomes negative
(−3, −4) [1]

",2-algebra,56b21500-75e7-4d5f-9c26-6445898ce3da
16369,Algebra,sequences,"Here are the first five terms of an arithmetic sequence.
4   9   14   19   24
Find, in terms of , an expression for the th term of this sequence.","The formula for the nth term of an arithmetic sequence (linear sequence)  is dn + b, where d is the common difference
The terms are increasing by 5 each time, so d = 5
nth term = 
[1]
To find b , substitute n = 1 and the first term into the nth term formula and solve for b   

Now we can write the nth term
                  nth term =  [1]",2-algebra,2bd249dc-4c6a-4fba-88d9-baba1d970a51
16571,Algebra,sequences,"Here are the first five terms of an arithmetic sequence.
4   9   14   19   24
Find, in terms of , an expression for the th term of this sequence.","The formula for the nth term of an arithmetic sequence (linear sequence)  is dn + b, where d is the common difference
The terms are increasing by 5 each time, so d = 5
nth term = 
[1]
To find b , substitute n = 1 and the first term into the nth term formula and solve for b   

Now we can write the nth term
                  nth term =  [1]",2-algebra,c127bdbf-8a36-43df-b188-8d8bc243dc0a
15031,Algebra,factorising,Factorise fully       ,"Find the largest factor that divides both terms (with no remainder) 
2xy divides 2x2y and 4xy2 
See how each term is multiplied by this factor 
2xy × x  +  2xy × 2y 
Write the factor outside brackets that expand to give 2x2y + 4xy2
x or y correctly factorised [1]
2xy(x + 2y) [1]",2-algebra,fc011da4-31ee-4d93-afe4-4c9e28209d91
16651,Algebra,factorising,Factorise fully       ,"Find the largest factor that divides both terms (with no remainder) 
2xy divides 2x2y and 4xy2 
See how each term is multiplied by this factor 
2xy × x  +  2xy × 2y 
Write the factor outside brackets that expand to give 2x2y + 4xy2
x or y correctly factorised [1]
2xy(x + 2y) [1]",2-algebra,f596bb02-7e3e-4bf6-9c04-9171549f5e3e
15829,Algebra,algebraic-proof,"Prove that, for any position of the cross on the number grid above, 
","(We may assume that M only takes values that means the cross can be drawn on the grid.  So M ≠ 30 for example.)
For middle value M
the left and right numbers of the cross will be (M - 1) and (M + 1)∴ L = (M - 1)(M + 1)
[1]
the top and bottom numbers of the cross will be (M - 10) and (M + 10)∴ T = (M - 10)(M + 10)
[1]
So

Expand each pair of brackets, being careful with the subtraction sign between them.Both brackets are in the difference of two squares form.

For (M2 -1) [1]For (M2 -100) [1]
Remove the brackets and simplify.

 for any position of the cross on the number grid [1]
",2-algebra,c8451aaa-fa0e-47a3-9628-d4500dba370a
18392,Number and Operations,rounding-estimation-and-bounds,"Claudine cycled a distance of 53 km in 2.7 hours.The distance is measured correct to the nearest km.The time is given correct to 1 decimal place.Calculate the lower and upper bounds of her average speed.Give your answers correct to 2 decimal places.
Lower bound = ................................ km/h Upper bound = ................................ km/h ","Find the upper and lower bounds of the distance. It has been rounded to the nearest km so add and subtract 0.5 km to find the bounds.
52.5 km ≤ distance < 53.5 km
Two correct bounds [1]
Find the upper and lower bounds of the time. It has been rounded to the nearest 0.1 hour so add and subtract 0.05 hour to find the bounds.
2.65 hours ≤ time < 2.75 hours
All correct bounds [1]

To find the smallest possible speed you need to use the smallest possible distance and the largest possible time.

[1]
To find the largest possible speed you need to use the largest possible distance and the smallest possible time.

[1]
Round your answers to 2 decimal places.
Lower bound = 19.09 km/h (2dp) [1]Upper bound = 20.19 km/h (2dp) [1]",1-number,
14373,Algebra,functions," is a function such that

Find 
Give your answer as simply as possible.","fg(x) means f(g(x))Write the expression for g(x) inside f(...) 
 
Find  by replacing the x's in f(x) with the brackets  

[1]
Squaring a square-root cancels it outCollect like terms 
 
Write your final answer as fg(x) = ...
 [1]",2-algebra,8622ceb8-9f19-4999-a0de-c492fa6c9663
14843,Algebra,forming-and-solving-equations,"Here are two right-angled triangles.

Given that
      
find the value of .
You must show all your working.","Both triangles are right-angled triangles so use SOHCAHTOA. You know the length of the opposite (O) and the length of the side adjacent (A) to the angle. Therefore the tangent ratio can be used to write expressions for the tangent ratio for both triangles, .


Use the given information, , to write an equation in terms of .

[1]
Remove the fraction on the LHS by multiplying both sides by .

Remove the fraction on the RHS by multiplying both sides by .

[1]
Expand the brackets on both sides of the equation.

Rearrange the expression to make a quadratic equation equal to 0.

Simplify.

[1]
This could be solved by factorising or using the quadratic formula, the formula may be easier.
Substitute the given values into the quadratic formula
Given an equation of the form , the quadratic formula is .
Identify the values of a, b and c.

Substitute into the quadratic formula.

 [1]
Simplify.

Work out the two results by doing the calculation twice, once using the positive sign and once using the negative sign in front of the square root.
  or  
Considering the diagram in part (a), the height of the first triangle is , so  must be positive.
  [1]",6-algebra,9d761e11-923f-430a-860e-279314b72f4b
15959,Algebra,forming-and-solving-equations,"Here are two right-angled triangles.

Given that
      
find the value of .
You must show all your working.","Both triangles are right-angled triangles so use SOHCAHTOA. You know the length of the opposite (O) and the length of the side adjacent (A) to the angle. Therefore the tangent ratio can be used to write expressions for the tangent ratio for both triangles, .


Use the given information, , to write an equation in terms of .

[1]
Remove the fraction on the LHS by multiplying both sides by .

Remove the fraction on the RHS by multiplying both sides by .

[1]
Expand the brackets on both sides of the equation.

Rearrange the expression to make a quadratic equation equal to 0.

Simplify.

[1]
This could be solved by factorising or using the quadratic formula, the formula may be easier.
Substitute the given values into the quadratic formula
Given an equation of the form , the quadratic formula is .
Identify the values of a, b and c.

Substitute into the quadratic formula.

 [1]
Simplify.

Work out the two results by doing the calculation twice, once using the positive sign and once using the negative sign in front of the square root.
  or  
Considering the diagram in part (a), the height of the first triangle is , so  must be positive.
  [1]",2-algebra,a0e9bc80-ac64-4469-99c4-c8981ef8290b
17318,Algebra,algebraic-proof,"
Mo says,   “ will be a prime number for all integer values of  from 1 to 9”
Show that Mo is wrong.You must show that your value of  is not prime.
","As we are given a limited number of values for n, it is easiest to work through each until we obtain a value of k that is not prime.

 One correct value for k [1]Recognising 91 is not prime [1]
For the final answer make sure you show how 91 is not prime as this is specifically mentioned in the question.
When ; 91 is not a prime number since 13 × 7 = 91∴ Mo is wrong, k will not be a prime number for all integer values of n from 1 to 9[1]",2-algebra,caa98636-7754-433a-a035-ad20676686b8
20830,Geometry and Measures,transformations,"
On the grid, reflect shape A in the line .","A reflection flips the shape.
The perpendicular distance between the reflection of a point and the line of reflection is the same as the perpendicular distance between the original point and the line.
It is easier to turn the page so that the line of reflection is vertical or horizontal. Then count how many squares there are between a corner and the line. Then count the same number of squares on the other side of the line, this is where the new corner will go. Do this for all the corners and then join together to make the new shape.

2 vertices correct [1]Shape fully correct [1]",4-geometry-and-measures,
24591,Congruence and Similarity,transformations,"
On the grid, reflect shape A in the line .","A reflection flips the shape.
The perpendicular distance between the reflection of a point and the line of reflection is the same as the perpendicular distance between the original point and the line.
It is easier to turn the page so that the line of reflection is vertical or horizontal. Then count how many squares there are between a corner and the line. Then count the same number of squares on the other side of the line, this is where the new corner will go. Do this for all the corners and then join together to make the new shape.

2 vertices correct [1]Shape fully correct [1]",9-congruence-and-similarity,
14924,Algebra,graphs-of-functions,"
The graph of  for values of  from  is shown above.
On the same axes, draw the graph of  for values of  from ","For this part of the question you need to know how to perform transformations of graphs
It may help to write  as . The ""−"" before the function means it has to be reflection in the x-axis and the ""+1"" signifies a translation by 1 unit up. The order we perform these transformations in does not matter
We will start by reflecting. Reflect the maximum and minimum points and axis intercepts, then join the reflected points with a smooth curve

[1]
Next translate the key points 1 up. Join the translated points with a smooth curve

[1]
It's best not to erase your ""in-between"" curve as it is worth method marks. Instead label each curve with its equation, to make it clear to the examiner which is your final answer",2-algebra,cab5ca79-5543-47e6-aedf-515b945daa32
24305,Graphs and Equations,graphs-of-functions,"
The graph of  for values of  from  is shown above.
On the same axes, draw the graph of  for values of  from ","For this part of the question you need to know how to perform transformations of graphs
It may help to write  as . The ""−"" before the function means it has to be reflection in the x-axis and the ""+1"" signifies a translation by 1 unit up. The order we perform these transformations in does not matter
We will start by reflecting. Reflect the maximum and minimum points and axis intercepts, then join the reflected points with a smooth curve

[1]
Next translate the key points 1 up. Join the translated points with a smooth curve

[1]
It's best not to erase your ""in-between"" curve as it is worth method marks. Instead label each curve with its equation, to make it clear to the examiner which is your final answer",7-graphs-of-equations-and-functions,
17101,Algebra,equation-of-a-circle,Show that the line with equation y =  x + 10 is a tangent to the circle.,"Solve the simultaneous equations  and  by replacing the  in  with As a tangent meets a circle at only one point, if there is only one solution then we have proved the line is a tangent

[1]
Expand the brackets

[1]
Multiply all terms by 4 to clear the fraction

Collect like terms and make the right hand side equal to 0, so that the quadratic equation is in a form you are used to solving

[1]
Before reaching for the quadratic formula, look for common factors. 5 is a common factor so divide all terms by 5

This factorises to 
 or  
valid attempt to solve using factorisation or quadratic formula [1]
Therefore

[1]
Write a concluding statement to show you understand; the key point is that there is only one solution
There is only one solution so  is a tangent [1]",2-algebra,c567dcab-7e78-454d-a85f-015510ec2064
24513,Graphs and Equations,equation-of-a-circle,Show that the line with equation y =  x + 10 is a tangent to the circle.,"Solve the simultaneous equations  and  by replacing the  in  with As a tangent meets a circle at only one point, if there is only one solution then we have proved the line is a tangent

[1]
Expand the brackets

[1]
Multiply all terms by 4 to clear the fraction

Collect like terms and make the right hand side equal to 0, so that the quadratic equation is in a form you are used to solving

[1]
Before reaching for the quadratic formula, look for common factors. 5 is a common factor so divide all terms by 5

This factorises to 
 or  
valid attempt to solve using factorisation or quadratic formula [1]
Therefore

[1]
Write a concluding statement to show you understand; the key point is that there is only one solution
There is only one solution so  is a tangent [1]",7-graphs-of-equations-and-functions,
22826,Statistics,histograms,"The histogram shows information about the masses of some of the parcels handled by a delivery company in one month.

Zoe says
There are fewer parcels weighing between 450g and 700g than parcels weighing between 300g and 450g.
Is Zoe correct?Show how you decide.","The frequency is equal to the area of the bars. Find the area of the two bars by multiplying the frequency density by the class width.
For 450 g to 700 gArea = 50 × 250 = 12 500
Multiplying the correct numbers [1]
For 300 g to 450 gArea = 70 × 150 = 10 500
Multiplying the correct numbers [1]At least one frequency correct [1]
Compare the areas.
Zoe is incorrect as there are 2000 more parcels weighing between 450 g and 700 g than between 300 g and 450 g [1]",6-statistics,
24327,Graphs and Equations,graphing-inequalities,"The lines  and  are drawn on the grid.

On the grid, mark with a cross (x) each of the points with integer coordinates that are in the region defined by
","Shade the unwanted  regions for each line
 is not plotted yet. Plot the line on the grid and shade to the left of it

""x > 3"" plotted and shaded [1]
For , the unwanted (shaded) region is below the line. If unsure, pick a point- usually (0, 0)- to test which side of each line should be shaded

This tells us  is on the side of the line that satisfies  so shade everything on the other side of the line 
For , rearrange to

Therefore the unwanted (shaded) region is above the line. If unsure, repeat the process above

correct area identified [1]
We can now see that the permitted region is the triangle in the centre of the diagram
All of the inequalities have < or >, so no integer values lie on the lines. Mark all the integer coordinates inside the permitted region

all four correct points marked [1]",7-graphs-of-equations-and-functions,
22311,Statistics,statistical-diagrams,"The time students spent watching TV was recorded.
The table shows the average daily time per student each year from 2012 to 2019



Year
2012
2013
2014
2015
2016
2017
2018
2019


Time (minutes)
157
148
138
124
113
100
90
82



A time series graph is drawn to represent the data.The first four points have been plotted.

Complete the graph.","Plot the points on the graph and join up the points using straight-line segments 

three points plotted correctly [1]
all correct points and all points joined [1]",6-statistics,
22559,Statistics,statistical-diagrams,"The time students spent watching TV was recorded.
The table shows the average daily time per student each year from 2012 to 2019



Year
2012
2013
2014
2015
2016
2017
2018
2019


Time (minutes)
157
148
138
124
113
100
90
82



A time series graph is drawn to represent the data.The first four points have been plotted.

Complete the graph.","Plot the points on the graph and join up the points using straight-line segments 

three points plotted correctly [1]
all correct points and all points joined [1]",6-statistics,
16107,Algebra,graphs-of-functions,"Complete the table of values for 















 


 

 



","It is possible to answer this question using the TABLE function of your calculator, if your calculator has itHowever the steps between x values are not regular, and it is a simple substitution to do manually as below

Put the values found into the table

























two correct values [1]all correct values [1]",2-algebra,40976fff-5a62-4187-b03f-9187eaee645a
24317,Graphs and Equations,graphs-of-functions,"Complete the table of values for 















 


 

 



","It is possible to answer this question using the TABLE function of your calculator, if your calculator has itHowever the steps between x values are not regular, and it is a simple substitution to do manually as below

Put the values found into the table

























two correct values [1]all correct values [1]",7-graphs-of-equations-and-functions,
17109,Algebra,functions,Express the inverse function  in the form  =,"Replace f(x) with y 
 
Without rearranging the equation, swap the x's and y's 

[1]
Now make y the subject of this new equation (by subtracting 5 from both sides then dividing both sides by 2) 
 
The function on the left-hand side is the inverse function, f-1(x)Replace y with f-1(x) to write down the final answer
[1]",2-algebra,9b41c4e9-1d2a-48b6-92f8-aaf50697e083
15675,Algebra,linear-graphs-y-equals-mx-plus-c,"Is the point (–5, –6) above, below or on the line  ?
Tick one box.
 Above    Below   On the line
You must show your working.Do not use a graphical method.
","Method 1
Substitute  of the point  into the line .

Evaluate.

[1]
Therefore when , ; the line  passes through .  is above this point.
The first box is correct, ""Above"" [1]
""Above"" and """" must be seen to score full marks
 Method 2
Using , you know that the line  passes through  and has gradient 3. 
From  to the -axis the ""run"" is 5 so the ""rise"" is 3×5 = 15.
Therefore the line through  with gradient 3 has the -intercept;

The line through  with a gradient 3 has equation;

[1]
This line passes through and therefore is above the line  which passes through .
The first box is correct, ""Above"" [1]
""Above"" and """" must be seen to score full marks Method 2
Using , you know that the line  passes through  and has gradient 3. 
From  to the -axis the ""run"" is 5 so the ""rise"" is 3×5 = 15.
Therefore the line through  with gradient 3 has the -intercept;

The line through  with a gradient 3 has equation;

[1]
This line passes through and therefore is above the line  which passes through .
The first box is correct, ""Above"" [1]
""Above"" and """" must be seen to score full marksThere are other variations of both the methods above which are valid methods",2-algebra,6a70f1f5-58f1-4670-b4ec-84fe2a37f7ad
18780,Algebra,surds,Show that      can be written as  ,"Method 1Multiply top-and-bottom by √2 

[1]
Rationalise the denominator (by multiplying top-and-bottom by √2 - 1)(-√2 + 1 would also work)   

[1]
Multiply the numerators together and multiply the denominators together 
 

Simplify the terms (using the surd law ) 
 
The final answer is 2 - √2
 [1]
Method 2Rationalise the denominator of  (by multiplying top-and-bottom by √2)Use that √2 × √2 = 2 
 
Write out the fraction using this result 

[1]
Rationalise the denominator (by multiplying top-and-bottom by )(Another way is to first multiply top-and-bottom by 2, then rationalise the denominator) 

[1]
Expand the denominator (for example, using the difference of two squares, (a + b)(a - b) = a2 - b2) 
 
Dividing by a half is the same as multiplying by 2 ( means ) 

 [1]",3-indices-and-surds,
19213,Probability,probability-toolkit,"Jiao puts the brick back into the bag.There are 91 red bricks in the bag.Jiao is going to build a tower using all the red bricks and all the blue bricks but no other bricks.The tower will be in the shape of a cuboid.There will be 4 bricks in each layer of the tower.
Work out how many layers the tower will have.","Call the total number of bricks in the bag ""N "".The probability of taking a red brick is equal to the number of red bricks divided by the total number of bricks. We can use this to set up and solve an equation for N.

[1]
So there are 350 bricks in the bag.Multiply that by the 'blue' probability to find the number of blue bricks.

The number of layers in the tower will be the sum of the numbers of red and blue bricks, divided by the number of bricks per layer (4)

[1]
        49 layers  [1]",5-probability,
19399,Probability,probability-toolkit,"Jiao puts the brick back into the bag.There are 91 red bricks in the bag.Jiao is going to build a tower using all the red bricks and all the blue bricks but no other bricks.The tower will be in the shape of a cuboid.There will be 4 bricks in each layer of the tower.
Work out how many layers the tower will have.","Call the total number of bricks in the bag ""N "".The probability of taking a red brick is equal to the number of red bricks divided by the total number of bricks. We can use this to set up and solve an equation for N.

[1]
So there are 350 bricks in the bag.Multiply that by the 'blue' probability to find the number of blue bricks.

The number of layers in the tower will be the sum of the numbers of red and blue bricks, divided by the number of bricks per layer (4)

[1]
        49 layers  [1]",5-probability,
22307,Statistics,cumulative-frequency-and-box-plots,"Apples with mass 90 grams or less cost 32p each.
Apples with mass more than 90 grams cost 39p each.Estimate the total cost of the 200 apples.
£...................................
","Use the graph to find the number of apples that have a mass of both less than and more than 90 grams.Draw a vertical line up from 90 on the mass (x) axis until it reaches the curve.Then draw a horizontal line across to the cumulative frequency axis and take a reading.

The scale on the y axis is 4 units per small square, use this to carefully read the cumulative frequency at 90 grams.
90 grams has a cumulative frequency of 156
 [1]
This means there are (approximately) 156 apples with a mass of 90 grams or less.Multiply this by the cost of an apple with mass 90g or less.
156 × 0.32 = 49.92
 [1]
To estimate the number of apples with a mass of more than 90 grams, subtract 156 the total number of apples, which is 200.
200 - 156 = 44
This means there are (approximately) 44 apples with a mass of more than 90 grams.Multiply this by the cost of an apple with mass more than 90g.
44 × 0.39 = 17.16
Find the total cost of the 200 apples by adding the two costs together.
Total cost = 49.92 + 17.16
The 200 apples cost approximately £67.08 [1]",6-statistics,
22530,Statistics,cumulative-frequency-and-box-plots,"Apples with mass 90 grams or less cost 32p each.
Apples with mass more than 90 grams cost 39p each.Estimate the total cost of the 200 apples.
£...................................
","Use the graph to find the number of apples that have a mass of both less than and more than 90 grams.Draw a vertical line up from 90 on the mass (x) axis until it reaches the curve.Then draw a horizontal line across to the cumulative frequency axis and take a reading.

The scale on the y axis is 4 units per small square, use this to carefully read the cumulative frequency at 90 grams.
90 grams has a cumulative frequency of 156
 [1]
This means there are (approximately) 156 apples with a mass of 90 grams or less.Multiply this by the cost of an apple with mass 90g or less.
156 × 0.32 = 49.92
 [1]
To estimate the number of apples with a mass of more than 90 grams, subtract 156 the total number of apples, which is 200.
200 - 156 = 44
This means there are (approximately) 44 apples with a mass of more than 90 grams.Multiply this by the cost of an apple with mass more than 90g.
44 × 0.39 = 17.16
Find the total cost of the 200 apples by adding the two costs together.
Total cost = 49.92 + 17.16
The 200 apples cost approximately £67.08 [1]",6-statistics,
16577,Algebra,sequences,"Here are the first four terms of an arithmetic sequence.

Find an expression, in terms of , for the  term of this sequence.","The formula for the nth term of an arithmetic sequence (linear sequence)  is dn + b, where d is the common difference
The terms are increasing by 4 each time, so d = 4
nth term = 
[1]
To find b , substitute n = 1 and the first term into the nth term formula and solve for b   

Now we can write the nth term
                  nth term =  [1]",2-algebra,7ea473e4-5d1d-4282-9ccd-c466f57fed3a
20409,Geometry and Measures,sine-cosine-rule-and-area-of-triangles,"Calculate length DF in this triangle.

..................................................... cm","You know the lengths of two sides and the angle between them and you want to find the length of the third side. Therefore you need to use the cosine rule.
The formula for the cosine rule is , where b and c are the lengths of the two sides that form angle A and a is the length of the side opposite A.Substitute a = DF, b = 10, c = 12 and A = 30 into the formula.

[1]
Type the expression into your calculator altogether as one line. If you do it separately you need to remember the order of operations (multiplication before addition).

[1]
Take the positive square root of both sides.

Round to 3 significant figures. Remember to include units for the length.
 [1]",4-geometry-and-measures,
20774,Geometry and Measures,sine-cosine-rule-and-area-of-triangles,"Calculate length DF in this triangle.

..................................................... cm","You know the lengths of two sides and the angle between them and you want to find the length of the third side. Therefore you need to use the cosine rule.
The formula for the cosine rule is , where b and c are the lengths of the two sides that form angle A and a is the length of the side opposite A.Substitute a = DF, b = 10, c = 12 and A = 30 into the formula.

[1]
Type the expression into your calculator altogether as one line. If you do it separately you need to remember the order of operations (multiplication before addition).

[1]
Take the positive square root of both sides.

Round to 3 significant figures. Remember to include units for the length.
 [1]",4-geometry-and-measures,
15816,Algebra,coordinate-geometry,"Work out the gradient of the straight line through (–2, 3) and (1, 9)
","As you are given two coordinate points rather than a diagram, it's best to use the gradient formula 
Substitute the values into the gradient formula.

Take care with the negative numbers, use your calculator to help you.

The gradient =  [1]",2-algebra,b0b27732-7496-4491-be2e-8c6464a848c6
22452,Statistics,statistical-diagrams,"The graph shows the number of umbrellas sold in Ling’s shop for each quarter from quarter 1 of 2017 to quarter 3 of 2019.

The shop sold 32 umbrellas in quarter 4 of 2019.Complete the graph.","
[1]
The point must be plotted on the '4' line and between 30 and 35 and it must be connected with a line (a solid line will be accepted)",6-statistics,
22686,Statistics,statistical-diagrams,"The graph shows the number of umbrellas sold in Ling’s shop for each quarter from quarter 1 of 2017 to quarter 3 of 2019.

The shop sold 32 umbrellas in quarter 4 of 2019.Complete the graph.","
[1]
The point must be plotted on the '4' line and between 30 and 35 and it must be connected with a line (a solid line will be accepted)",6-statistics,
15262,Algebra,linear-equations,Solve   ,"Remove the fractions by multiplying every term by the lowest common denominator.The lowest common denominator is the LCM of 4, 3 and 6 = 12.

 [1]
Simplify by cancelling the common terms in each fraction. The fractions should disappear.

 [1]
Expand all three sets of brackets.Remember to expand both parts of the bracket and be careful with the negative sign.

Simplify the left hand side.

Bring the x terms to one side by adding 2x to both sides and the number terms to the other by adding 26 to both sides.

[1]
Divide both sides by 3.

 [1]
The improper fraction is also accepted. ",2-algebra,c5b37ab9-be79-4fb0-bcf3-86faa611817a
15755,Algebra,linear-equations,Solve   ,"Remove the fractions by multiplying every term by the lowest common denominator.The lowest common denominator is the LCM of 4, 3 and 6 = 12.

 [1]
Simplify by cancelling the common terms in each fraction. The fractions should disappear.

 [1]
Expand all three sets of brackets.Remember to expand both parts of the bracket and be careful with the negative sign.

Simplify the left hand side.

Bring the x terms to one side by adding 2x to both sides and the number terms to the other by adding 26 to both sides.

[1]
Divide both sides by 3.

 [1]
The improper fraction is also accepted. ",2-algebra,7ad6005d-d34a-4275-bcba-3313aedbf513
18307,Number and Operations,using-a-calculator,Use your calculator to work out  Write down all the figures on your calculator display.,"You should be able to input this calculation directly into your calculator, as seen
Be careful to make sure that the power of 3 on the 1.9 is within the square root, using brackets can sometimes help

Write down the full answer shown on your calculator display, as requested in the question
157.668255 [2]1 mark for truncated or rounded version of answer to no less than 3 significant figures
",1-number,
23769,Approximation and Estimation,using-a-calculator,Use your calculator to work out  Write down all the figures on your calculator display.,"You should be able to input this calculation directly into your calculator, as seen
Be careful to make sure that the power of 3 on the 1.9 is within the square root, using brackets can sometimes help

Write down the full answer shown on your calculator display, as requested in the question
157.668255 [2]1 mark for truncated or rounded version of answer to no less than 3 significant figures
",4-approximation-and-estimation,
19306,Probability,simple-probability-diagrams,"One teacher who has blue eyes is chosen at random.
Work out the probability that the teacher is male.","We are only considering teachers with blue eyes, the B circle, which is a total of 14+11=25 teachers
Out of these, we want those that are male, which is the 14 in the middle overlapping section
 [1]",5-probability,
19576,Probability,simple-probability-diagrams,"One teacher who has blue eyes is chosen at random.
Work out the probability that the teacher is male.","We are only considering teachers with blue eyes, the B circle, which is a total of 14+11=25 teachers
Out of these, we want those that are male, which is the 14 in the middle overlapping section
 [1]",5-probability,
17011,Algebra,estimating-gradients-and-areas-under-graphs,Write down the range of values of x when the gradient of the curve is negative.,,2-algebra,a3c71aff-455c-4997-81a7-ccfd41991cfd
24371,Graphs and Equations,estimating-gradients-and-areas-under-graphs,Write down the range of values of x when the gradient of the curve is negative.,,7-graphs-of-equations-and-functions,
15035,Algebra,linear-graphs-y-equals-mx-plus-c,"Complete the table of values for 













 

 
 


","Method 1Substitute  into  and write your answer in the table
















 
 




Repeat for  and 





















 2 correct values [1]all 3 correct values [1] Method 2Recognise that  is a linear equation, so as the  values are increasing by 1 each time, the  values increase by 2 each timeStarting with the first missing value:
















 
 




Repeat for the next two missing values





















2 correct values [1]all 3 correct values [1]",2-algebra,59425eb9-b5d3-4fa8-bed0-dc80801abf32
24395,Graphs and Equations,linear-graphs-y-equals-mx-plus-c,"Complete the table of values for 













 

 
 


","Method 1Substitute  into  and write your answer in the table
















 
 




Repeat for  and 





















 2 correct values [1]all 3 correct values [1] Method 2Recognise that  is a linear equation, so as the  values are increasing by 1 each time, the  values increase by 2 each timeStarting with the first missing value:
















 
 




Repeat for the next two missing values





















2 correct values [1]all 3 correct values [1]",7-graphs-of-equations-and-functions,
19261,Probability,tree-diagrams,"Each day that Barney goes to college, he either goes by bus or he walks.The probability that Barney will go to college by bus on any day is 0.3When Barney goes to college by bus, the probability that he will be late is 0.2When Barney walks to college, the probability that he will be late is 0.1
Complete the probability tree diagram.

","The probabilities on a pair of branches should add up to 1. Find the probability that Barney walks to college.

If Barney takes the bus, the probability he is late is 0.2 so put this on the branch coming out of the bus option. Find the probability that he is not late if he takes the bus.

If Barney gets walks, the probability he is late is 0.1 so put this on the branch coming out of the walk option. Find the probability that he is not late if he walks.


2 probabilities correct [1]All probabilities correct [1]",5-probability,
23524,"Ratio, Proportion, and Rates of Change",ratio-toolkit,"Frank, Mary and Seth shared some sweets in the ratio 4 : 5 : 7Seth got 18 more sweets than Frank.
Work out the total number of sweets they shared.","From their respective numbers in the ratio, Seth got 7 of the 'parts' they divided the sweets into and Frank got 4 parts.So Seth got 3 more parts than Frank, which is equivalent to 18 sweets.Divide 18 by 3 to find the size of 1 part.
      
[1]
So there were 6 sweets per part.Add up the ratio numbers to find the total number of parts, and then multiply by 6 to find the total number of sweets.

[1]
96 sweets  [1]",3-ratio-proportion-and-rates-of-change,
