Section Merged,Lemma,Occurrences in Section Merged,Unique Topics in Section Merged,POS Tags
Number and Operations,serving,1,1,NOUN
Number and Operations,sesame,2,1,NOUN
Number and Operations,set,5,4,"NOUN, VERB"
Number and Operations,shade,2,1,VERB
Number and Operations,shaded.80,2,1,VERB
Number and Operations,shape,3,2,NOUN
Number and Operations,share,3,2,VERB
Number and Operations,sheet,2,1,NOUN
Number and Operations,shirt,2,1,NOUN
Number and Operations,shop,7,1,NOUN
Number and Operations,shopkeeper,1,1,NOUN
Number and Operations,show,159,10,VERB
Number and Operations,shrub,2,1,NOUN
Number and Operations,side,7,2,NOUN
Number and Operations,significant,42,5,ADJ
Number and Operations,silver,2,1,"ADJ, NOUN"
Number and Operations,simple,24,4,ADJ
Number and Operations,simplified,1,1,ADJ
Number and Operations,simplify,27,2,"NOUN, VERB"
Number and Operations,sing,5,2,VERB
Number and Operations,single,2,1,ADJ
Number and Operations,size,6,2,NOUN
Number and Operations,sketch,1,1,VERB
Number and Operations,ski,4,1,NOUN
Number and Operations,slab,3,1,NOUN
Number and Operations,slice,2,1,NOUN
Number and Operations,small,15,5,ADJ
Number and Operations,snack,2,1,NOUN
Number and Operations,so,5,2,ADV
Number and Operations,solve,3,3,VERB
Number and Operations,song,3,1,NOUN
Number and Operations,sound,4,1,VERB
Number and Operations,soup,2,1,NOUN
Number and Operations,speed,6,1,NOUN
Number and Operations,spend,6,3,VERB
Number and Operations,spending,1,1,NOUN
Number and Operations,sphere,2,1,NOUN
Number and Operations,square,10,4,"ADJ, NOUN"
Number and Operations,stage,8,2,NOUN
Number and Operations,standard,40,3,ADJ
Number and Operations,star,1,1,NOUN
Number and Operations,start,16,6,"NOUN, VERB"
Number and Operations,starter,8,1,NOUN
Number and Operations,statement,5,2,NOUN
Number and Operations,station,3,1,NOUN
Number and Operations,stay,1,1,VERB
Number and Operations,steak,1,1,NOUN
Number and Operations,steel,2,1,NOUN
Number and Operations,stick,1,1,NOUN
Number and Operations,still,3,2,ADV
Number and Operations,store,1,1,VERB
Number and Operations,stride,4,1,NOUN
Number and Operations,strip,2,1,NOUN
Number and Operations,student,6,4,NOUN
Number and Operations,study,1,1,VERB
Number and Operations,subject,1,1,ADJ
Number and Operations,such,3,2,ADJ
Number and Operations,suitable,6,2,ADJ
Number and Operations,sum,2,1,NOUN
Number and Operations,support,4,3,"NOUN, VERB"
Number and Operations,sure,2,1,ADJ
Number and Operations,surface,2,1,NOUN
Number and Operations,sweet,5,2,NOUN
Number and Operations,swim,2,1,"NOUN, VERB"
Number and Operations,symbol,3,2,NOUN
Number and Operations,t,5,3,NOUN
Number and Operations,table,18,5,NOUN
Number and Operations,take,17,5,VERB
Number and Operations,tank,4,2,NOUN
Number and Operations,target,3,1,NOUN
Number and Operations,tax,5,2,NOUN
Number and Operations,team,5,2,NOUN
Number and Operations,television,1,1,NOUN
Number and Operations,tell,2,1,VERB
Number and Operations,tent,2,1,NOUN
Number and Operations,term,13,6,NOUN
Number and Operations,test,2,1,NOUN
Number and Operations,theend,2,1,NOUN
Number and Operations,then,15,5,ADV
Number and Operations,there,3,1,ADV
Number and Operations,thick,1,1,ADJ
Number and Operations,think,6,2,VERB
Number and Operations,third,7,3,"ADJ, NOUN"
Number and Operations,throw,1,1,VERB
Number and Operations,ticket,11,4,NOUN
Number and Operations,tile,8,1,"NOUN, VERB"
Number and Operations,time,26,6,NOUN
Number and Operations,time.24,1,1,NOUN
Number and Operations,timetable,2,1,"NOUN, VERB"
Number and Operations,tin,1,1,NOUN
Number and Operations,tinsmake,1,1,NOUN
Number and Operations,together,7,2,ADV
Number and Operations,together?Show,1,1,PROPN
Number and Operations,too,2,1,ADV
Number and Operations,total,45,6,"ADJ, NOUN"
Number and Operations,totally,1,1,ADV
Number and Operations,town,1,1,NOUN
Number and Operations,track,4,2,NOUN
Number and Operations,trailer,1,1,NOUN
Number and Operations,train,11,6,"NOUN, VERB"
Number and Operations,tram,4,1,NOUN
Number and Operations,transport,1,1,NOUN
Number and Operations,travel,5,3,"NOUN, VERB"
Number and Operations,tray,1,1,NOUN
Number and Operations,treat,4,2,"NOUN, VERB"
Number and Operations,tree,5,3,NOUN
Number and Operations,triangle,2,2,NOUN
Number and Operations,truncate,2,1,VERB
Number and Operations,try,1,1,VERB
Number and Operations,tv,1,1,NOUN
Number and Operations,twice,2,2,ADV
Number and Operations,type,6,2,NOUN
Number and Operations,underestimate,2,1,NOUN
Number and Operations,unit,4,2,NOUN
Number and Operations,unlikely,1,1,ADJ
Number and Operations,upper,16,1,"ADJ, NOUN"
Number and Operations,uranium,1,1,NOUN
Number and Operations,use,88,11,VERB
Number and Operations,v,1,1,NOUN
Number and Operations,value,140,10,NOUN
Number and Operations,van,1,1,NOUN
Number and Operations,vat,3,1,NOUN
Number and Operations,vegan,1,1,NOUN
Number and Operations,vegetarian,2,1,ADJ
Number and Operations,village,1,1,NOUN
Number and Operations,virus,1,1,NOUN
Number and Operations,visit,2,1,VERB
Number and Operations,volume,4,2,NOUN
Number and Operations,wage,1,1,NOUN
Number and Operations,wait,3,1,VERB
Number and Operations,wall,1,1,NOUN
Number and Operations,want,28,7,VERB
Number and Operations,washing,3,1,NOUN
Number and Operations,watch,2,1,VERB
Number and Operations,water,4,2,NOUN
Number and Operations,way,12,2,NOUN
Number and Operations,wear,1,1,VERB
Number and Operations,website,2,1,NOUN
Number and Operations,week,2,1,NOUN
Number and Operations,weekly,2,1,ADJ
Number and Operations,weigh,12,3,VERB
Number and Operations,weight,10,3,NOUN
Number and Operations,well,1,1,ADV
Number and Operations,westbound,1,1,ADJ
Number and Operations,whole,5,4,ADJ
Number and Operations,wide,1,1,ADJ
Number and Operations,width,5,4,NOUN
Number and Operations,win,2,2,VERB
Number and Operations,winner,2,1,NOUN
Number and Operations,withdrawal,4,1,NOUN
Number and Operations,woman,1,1,NOUN
Number and Operations,wood,2,2,NOUN
Number and Operations,work,247,10,"NOUN, VERB"
Number and Operations,worker,3,1,NOUN
Number and Operations,working,40,9,NOUN
Number and Operations,world,1,1,NOUN
Number and Operations,worth,2,1,ADJ
Number and Operations,write,150,10,VERB
Number and Operations,wrong,9,5,ADJ
Number and Operations,wrong?you,1,1,NOUN
Number and Operations,x,4,2,"NOUN, PROPN"
Number and Operations,x.,2,1,NOUN
Number and Operations,year,80,6,NOUN
Number and Operations,"year,3",2,1,NOUN
Number and Operations,year12,1,1,ADJ
Number and Operations,yearand2,2,1,NOUN
Number and Operations,yearfor,1,1,PROPN
Number and Operations,yellow,1,1,ADJ
Number and Operations,yen,1,1,NOUN
Number and Operations,yuan,3,1,"NOUN, PROPN"
Number and Operations,£,19,6,PROPN
Number and Operations,×,7,3,"ADJ, NOUN"
Number and Operations,÷,3,1,NOUN
Number and Operations,⩽,8,1,ADJ
"Fractions, Decimals, and Percentages",.Find,1,1,PROPN
"Fractions, Decimals, and Percentages",.on,1,1,ADJ
"Fractions, Decimals, and Percentages",2017.work,1,1,NOUN
"Fractions, Decimals, and Percentages",Ahmed,1,1,PROPN
"Fractions, Decimals, and Percentages",Alex,1,1,PROPN
"Fractions, Decimals, and Percentages",Amrit,1,1,PROPN
"Fractions, Decimals, and Percentages",Behnaz,1,1,PROPN
"Fractions, Decimals, and Percentages",Bethan,1,1,PROPN
"Fractions, Decimals, and Percentages",Brown,1,1,PROPN
"Fractions, Decimals, and Percentages",Carmen,1,1,PROPN
"Fractions, Decimals, and Percentages",Celina,1,1,PROPN
"Fractions, Decimals, and Percentages",Circle,3,2,PROPN
"Fractions, Decimals, and Percentages",Cost,1,1,PROPN
"Fractions, Decimals, and Percentages",Deal,1,1,PROPN
"Fractions, Decimals, and Percentages",Distinction,1,1,PROPN
"Fractions, Decimals, and Percentages",Ed,1,1,PROPN
"Fractions, Decimals, and Percentages",Elsa,1,1,PROPN
"Fractions, Decimals, and Percentages",English,1,1,PROPN
"Fractions, Decimals, and Percentages",Family,1,1,PROPN
"Fractions, Decimals, and Percentages",Free,1,1,PROPN
"Fractions, Decimals, and Percentages",Garden,1,1,PROPN
"Fractions, Decimals, and Percentages",Good,1,1,PROPN
"Fractions, Decimals, and Percentages",Greg,1,1,PROPN
"Fractions, Decimals, and Percentages",House,1,1,PROPN
"Fractions, Decimals, and Percentages",Insurance,1,1,PROPN
"Fractions, Decimals, and Percentages",James,1,1,PROPN
"Fractions, Decimals, and Percentages",Josh,1,1,PROPN
"Fractions, Decimals, and Percentages",Karen,1,1,PROPN
"Fractions, Decimals, and Percentages",London,1,1,PROPN
"Fractions, Decimals, and Percentages",Luck,1,1,PROPN
"Fractions, Decimals, and Percentages",Mason,1,1,PROPN
"Fractions, Decimals, and Percentages",May,1,1,PROPN
"Fractions, Decimals, and Percentages",Meal,1,1,PROPN
"Fractions, Decimals, and Percentages",Merit,1,1,PROPN
"Fractions, Decimals, and Percentages",Mr,2,1,PROPN
"Fractions, Decimals, and Percentages",Museum,1,1,PROPN
"Fractions, Decimals, and Percentages",Paper,1,1,PROPN
"Fractions, Decimals, and Percentages",Pass,1,1,PROPN
"Fractions, Decimals, and Percentages",Percentage,1,1,PROPN
"Fractions, Decimals, and Percentages",Railcard,1,1,PROPN
"Fractions, Decimals, and Percentages",Result,1,1,PROPN
"Fractions, Decimals, and Percentages",Sally,1,1,PROPN
"Fractions, Decimals, and Percentages",Sasha,1,1,PROPN
"Fractions, Decimals, and Percentages",Simon,1,1,PROPN
"Fractions, Decimals, and Percentages",Smallest,1,1,PROPN
"Fractions, Decimals, and Percentages",Spanish,1,1,PROPN
"Fractions, Decimals, and Percentages",Sunday,1,1,PROPN
"Fractions, Decimals, and Percentages",Team,1,1,PROPN
"Fractions, Decimals, and Percentages",Type,1,1,PROPN
"Fractions, Decimals, and Percentages",Venn,1,1,PROPN
"Fractions, Decimals, and Percentages",Write,4,1,PROPN
"Fractions, Decimals, and Percentages",Year,1,1,PROPN
"Fractions, Decimals, and Percentages",Zoe,1,1,PROPN
"Fractions, Decimals, and Percentages",a,1,1,NOUN
"Fractions, Decimals, and Percentages",achieve,1,1,VERB
"Fractions, Decimals, and Percentages",activity,1,1,NOUN
"Fractions, Decimals, and Percentages",add,1,1,VERB
"Fractions, Decimals, and Percentages",adult,1,1,NOUN
"Fractions, Decimals, and Percentages",algebra,8,1,NOUN
"Fractions, Decimals, and Percentages",algebraic,1,1,ADJ
"Fractions, Decimals, and Percentages",algebraically,5,1,ADV
"Fractions, Decimals, and Percentages",amount,3,2,NOUN
"Fractions, Decimals, and Percentages",answer,6,2,NOUN
"Fractions, Decimals, and Percentages",as,1,1,ADV
"Fractions, Decimals, and Percentages",ask,1,1,VERB
"Fractions, Decimals, and Percentages",band,1,1,NOUN
"Fractions, Decimals, and Percentages",basic,1,1,ADJ
"Fractions, Decimals, and Percentages",be,4,1,VERB
"Fractions, Decimals, and Percentages",beginning,1,1,NOUN
"Fractions, Decimals, and Percentages",book,1,1,NOUN
"Fractions, Decimals, and Percentages",boy,1,1,NOUN
"Fractions, Decimals, and Percentages",bread,2,1,NOUN
"Fractions, Decimals, and Percentages",british,1,1,ADJ
"Fractions, Decimals, and Percentages",buy,2,2,VERB
"Fractions, Decimals, and Percentages",cake,2,1,NOUN
"Fractions, Decimals, and Percentages",calculate,2,2,VERB
"Fractions, Decimals, and Percentages",calculator,1,1,NOUN
"Fractions, Decimals, and Percentages",car,1,1,NOUN
"Fractions, Decimals, and Percentages",card,2,1,NOUN
"Fractions, Decimals, and Percentages",child,3,1,NOUN
"Fractions, Decimals, and Percentages",chocolate,1,1,NOUN
"Fractions, Decimals, and Percentages",choose,1,1,VERB
"Fractions, Decimals, and Percentages",clear,1,1,ADJ
"Fractions, Decimals, and Percentages",climb,1,1,VERB
"Fractions, Decimals, and Percentages",college,1,1,NOUN
"Fractions, Decimals, and Percentages",combine,1,1,VERB
"Fractions, Decimals, and Percentages",company,1,1,NOUN
"Fractions, Decimals, and Percentages",convert,5,1,VERB
"Fractions, Decimals, and Percentages",correct,1,1,ADJ
"Fractions, Decimals, and Percentages",cost,3,2,"NOUN, VERB"
"Fractions, Decimals, and Percentages",country,1,1,NOUN
"Fractions, Decimals, and Percentages",day,1,1,NOUN
"Fractions, Decimals, and Percentages",deal,1,1,NOUN
"Fractions, Decimals, and Percentages",decide,1,1,VERB
"Fractions, Decimals, and Percentages",decimal,19,1,NOUN
"Fractions, Decimals, and Percentages",decrease,2,1,"NOUN, VERB"
"Fractions, Decimals, and Percentages",diagram,2,1,NOUN
"Fractions, Decimals, and Percentages",different,1,1,ADJ
"Fractions, Decimals, and Percentages",digit,2,1,NOUN
"Fractions, Decimals, and Percentages",dish,2,1,NOUN
"Fractions, Decimals, and Percentages",divide,2,1,VERB
"Fractions, Decimals, and Percentages",do,1,1,VERB
"Fractions, Decimals, and Percentages",earn,2,1,VERB
"Fractions, Decimals, and Percentages",end,1,1,NOUN
"Fractions, Decimals, and Percentages",english,1,1,ADJ
"Fractions, Decimals, and Percentages",equal,1,1,ADJ
"Fractions, Decimals, and Percentages",euro,1,1,NOUN
"Fractions, Decimals, and Percentages",evening,1,1,NOUN
"Fractions, Decimals, and Percentages",exam,1,1,NOUN
"Fractions, Decimals, and Percentages",examination,1,1,NOUN
"Fractions, Decimals, and Percentages",explain,1,1,VERB
"Fractions, Decimals, and Percentages",express,1,1,VERB
"Fractions, Decimals, and Percentages",fact,1,1,NOUN
"Fractions, Decimals, and Percentages",find,4,1,VERB
"Fractions, Decimals, and Percentages",first,2,1,ADJ
"Fractions, Decimals, and Percentages",form,5,1,NOUN
"Fractions, Decimals, and Percentages",fraction,9,1,NOUN
"Fractions, Decimals, and Percentages",free,1,1,ADJ
"Fractions, Decimals, and Percentages",free5,1,1,NOUN
"Fractions, Decimals, and Percentages",free7,1,1,NOUN
"Fractions, Decimals, and Percentages",fruit,1,1,NOUN
"Fractions, Decimals, and Percentages",full,2,1,ADJ
"Fractions, Decimals, and Percentages",garden,1,1,NOUN
"Fractions, Decimals, and Percentages",get,5,1,VERB
"Fractions, Decimals, and Percentages",get?You,1,1,PROPN
"Fractions, Decimals, and Percentages",girl,1,1,NOUN
"Fractions, Decimals, and Percentages",give,5,1,VERB
"Fractions, Decimals, and Percentages",gluten,1,1,NOUN
"Fractions, Decimals, and Percentages",go,3,1,VERB
"Fractions, Decimals, and Percentages",great,1,1,ADJ
"Fractions, Decimals, and Percentages",have,5,2,VERB
"Fractions, Decimals, and Percentages",help,1,1,VERB
"Fractions, Decimals, and Percentages",hepaid,1,1,PROPN
"Fractions, Decimals, and Percentages",here,1,1,ADV
"Fractions, Decimals, and Percentages",high,1,1,ADJ
"Fractions, Decimals, and Percentages",holiday,1,1,NOUN
"Fractions, Decimals, and Percentages",home,1,1,NOUN
"Fractions, Decimals, and Percentages",house,2,2,NOUN
"Fractions, Decimals, and Percentages",identical,1,1,ADJ
"Fractions, Decimals, and Percentages",income,1,1,NOUN
"Fractions, Decimals, and Percentages",increase,3,1,"NOUN, VERB"
"Fractions, Decimals, and Percentages",insurance,2,1,NOUN
"Fractions, Decimals, and Percentages",know,2,1,VERB
"Fractions, Decimals, and Percentages",large,2,1,ADJ
"Fractions, Decimals, and Percentages",lemon,1,1,NOUN
"Fractions, Decimals, and Percentages",list,1,1,NOUN
"Fractions, Decimals, and Percentages",living,1,1,NOUN
"Fractions, Decimals, and Percentages",low,2,1,ADJ
"Fractions, Decimals, and Percentages",main,1,1,ADJ
"Fractions, Decimals, and Percentages",make,1,1,VERB
"Fractions, Decimals, and Percentages",man,1,1,NOUN
"Fractions, Decimals, and Percentages",many,3,1,ADJ
"Fractions, Decimals, and Percentages",mark,2,1,NOUN
"Fractions, Decimals, and Percentages",math,1,1,NOUN
"Fractions, Decimals, and Percentages",menu,1,1,NOUN
"Fractions, Decimals, and Percentages",minute,1,1,NOUN
"Fractions, Decimals, and Percentages",money,2,2,NOUN
"Fractions, Decimals, and Percentages",month,1,1,NOUN
"Fractions, Decimals, and Percentages",more,3,2,ADJ
"Fractions, Decimals, and Percentages",much,2,1,ADJ
"Fractions, Decimals, and Percentages",museum,1,1,NOUN
"Fractions, Decimals, and Percentages",music,1,1,NOUN
"Fractions, Decimals, and Percentages",naan,1,1,PROPN
"Fractions, Decimals, and Percentages",need,1,1,VERB
"Fractions, Decimals, and Percentages",next,1,1,ADJ
"Fractions, Decimals, and Percentages",number,16,2,NOUN
"Fractions, Decimals, and Percentages",o,1,1,NOUN
"Fractions, Decimals, and Percentages",ofchocolate,1,1,ADJ
"Fractions, Decimals, and Percentages",offruit,1,1,PROPN
"Fractions, Decimals, and Percentages",oflemon,1,1,NOUN
"Fractions, Decimals, and Percentages",only,2,1,ADV
"Fractions, Decimals, and Percentages",only.40,1,1,ADJ
"Fractions, Decimals, and Percentages",order,3,1,NOUN
"Fractions, Decimals, and Percentages",otherwise,1,1,ADV
"Fractions, Decimals, and Percentages",pair,1,1,NOUN
"Fractions, Decimals, and Percentages",paper,2,1,NOUN
"Fractions, Decimals, and Percentages",park,1,1,NOUN
"Fractions, Decimals, and Percentages",park?you,1,1,NOUN
"Fractions, Decimals, and Percentages",part,1,1,NOUN
"Fractions, Decimals, and Percentages",passenger,1,1,NOUN
"Fractions, Decimals, and Percentages",pay,2,2,"NOUN, VERB"
"Fractions, Decimals, and Percentages",people,2,1,NOUN
"Fractions, Decimals, and Percentages",percentage,5,2,NOUN
"Fractions, Decimals, and Percentages",person,1,1,NOUN
"Fractions, Decimals, and Percentages",plane,1,1,NOUN
"Fractions, Decimals, and Percentages",play,1,1,VERB
"Fractions, Decimals, and Percentages",possible,2,1,ADJ
"Fractions, Decimals, and Percentages",price,2,1,NOUN
"Fractions, Decimals, and Percentages",profit,4,2,NOUN
"Fractions, Decimals, and Percentages",prove,7,1,VERB
"Fractions, Decimals, and Percentages",ratio,1,1,NOUN
"Fractions, Decimals, and Percentages",rectangle,2,1,NOUN
"Fractions, Decimals, and Percentages",recur,18,1,VERB
"Fractions, Decimals, and Percentages",rest,3,1,NOUN
"Fractions, Decimals, and Percentages",restaurant,1,1,NOUN
"Fractions, Decimals, and Percentages",result,2,1,NOUN
"Fractions, Decimals, and Percentages",rice,1,1,NOUN
"Fractions, Decimals, and Percentages",sail,1,1,VERB
"Fractions, Decimals, and Percentages",sailing,1,1,NOUN
"Fractions, Decimals, and Percentages",same,1,1,ADJ
"Fractions, Decimals, and Percentages",say,1,1,VERB
"Fractions, Decimals, and Percentages",school,1,1,NOUN
"Fractions, Decimals, and Percentages",sell,5,2,VERB
"Fractions, Decimals, and Percentages",shade,1,1,VERB
"Fractions, Decimals, and Percentages",shaded.80,1,1,VERB
"Fractions, Decimals, and Percentages",shop,1,1,NOUN
"Fractions, Decimals, and Percentages",show,22,2,VERB
"Fractions, Decimals, and Percentages",simple,5,1,ADJ
"Fractions, Decimals, and Percentages",sing,2,1,VERB
"Fractions, Decimals, and Percentages",size,2,1,NOUN
"Fractions, Decimals, and Percentages",small,3,1,ADJ
"Fractions, Decimals, and Percentages",start,2,1,VERB
"Fractions, Decimals, and Percentages",stay,1,1,VERB
"Fractions, Decimals, and Percentages",student,1,1,NOUN
"Fractions, Decimals, and Percentages",such,1,1,ADJ
"Fractions, Decimals, and Percentages",support,1,1,NOUN
"Fractions, Decimals, and Percentages",table,4,2,NOUN
"Fractions, Decimals, and Percentages",take,2,1,VERB
"Fractions, Decimals, and Percentages",term,2,1,NOUN
"Fractions, Decimals, and Percentages",test,1,1,NOUN
"Fractions, Decimals, and Percentages",ticket,2,1,NOUN
"Fractions, Decimals, and Percentages",time,1,1,NOUN
"Fractions, Decimals, and Percentages",time.24,1,1,NOUN
"Fractions, Decimals, and Percentages",together,1,1,ADV
"Fractions, Decimals, and Percentages",total,6,2,"ADJ, NOUN"
"Fractions, Decimals, and Percentages",totally,1,1,ADV
"Fractions, Decimals, and Percentages",train,1,1,NOUN
"Fractions, Decimals, and Percentages",twice,1,1,ADV
"Fractions, Decimals, and Percentages",use,15,1,VERB
"Fractions, Decimals, and Percentages",value,4,2,NOUN
"Fractions, Decimals, and Percentages",visit,1,1,VERB
"Fractions, Decimals, and Percentages",want,2,1,VERB
"Fractions, Decimals, and Percentages",whole,1,1,ADJ
"Fractions, Decimals, and Percentages",work,15,3,"NOUN, VERB"
"Fractions, Decimals, and Percentages",working,3,1,NOUN
"Fractions, Decimals, and Percentages",write,9,1,VERB
"Fractions, Decimals, and Percentages",year,1,1,NOUN
"Fractions, Decimals, and Percentages",£,3,2,PROPN
Matrix Transformations,-axi,1,1,NOUN
Matrix Transformations,=,1,1,NOUN
Matrix Transformations,AB,1,1,PROPN
Matrix Transformations,B,1,1,PROPN
Matrix Transformations,B.,1,1,PROPN
Matrix Transformations,C,1,1,PROPN
Matrix Transformations,a.,1,1,NOUN
Matrix Transformations,ab,1,1,NOUN
Matrix Transformations,ad,1,1,NOUN
Matrix Transformations,anticlockwise,1,1,ADV
Matrix Transformations,b,1,1,NOUN
Matrix Transformations,b2,1,1,NOUN
Matrix Transformations,c,1,1,NOUN
Matrix Transformations,centre,1,1,VERB
Matrix Transformations,clockwise,1,1,ADJ
Matrix Transformations,combine,1,1,VERB
Matrix Transformations,constant,2,1,"ADJ, NOUN"
Matrix Transformations,d,1,1,NOUN
Matrix Transformations,describe,2,1,VERB
Matrix Transformations,enlargement,1,1,NOUN
Matrix Transformations,equivalent,1,1,ADJ
Matrix Transformations,factor,1,1,NOUN
Matrix Transformations,follow,2,1,VERB
Matrix Transformations,geometrically,2,1,ADV
Matrix Transformations,here,1,1,ADV
Matrix Transformations,identity,3,2,NOUN
Matrix Transformations,image,1,1,NOUN
Matrix Transformations,k,1,1,PROPN
Matrix Transformations,line,2,1,NOUN
Matrix Transformations,map,4,1,"NOUN, VERB"
Matrix Transformations,matrix,7,2,NOUN
Matrix Transformations,multiplication,2,1,NOUN
Matrix Transformations,origin,3,1,NOUN
Matrix Transformations,plane,1,1,NOUN
Matrix Transformations,point,4,1,"NOUN, VERB"
Matrix Transformations,reflection,2,1,NOUN
Matrix Transformations,represent,4,1,VERB
Matrix Transformations,rotation,3,1,NOUN
Matrix Transformations,same,1,1,ADJ
Matrix Transformations,scale,1,1,NOUN
Matrix Transformations,shape,2,1,"NOUN, VERB"
Matrix Transformations,show,4,1,VERB
Matrix Transformations,single,4,1,ADJ
Matrix Transformations,state,1,1,NOUN
Matrix Transformations,transformation,9,1,NOUN
Matrix Transformations,use,3,1,"NOUN, VERB"
Matrix Transformations,value,8,2,NOUN
Matrix Transformations,work,10,2,"NOUN, VERB"
Matrix Transformations,working,2,1,NOUN
Matrix Transformations,°,3,1,NOUN
Algebra,(-8,1,1,PROPN
Algebra,+,12,8,"NOUN, PROPN"
Algebra,-0.5,1,1,PROPN
Algebra,-1,4,2,"ADJ, NOUN, PROPN"
Algebra,-1.625,1,1,PROPN
Algebra,-1are,2,1,VERB
Algebra,-2,1,1,PROPN
Algebra,-3,4,3,NOUN
Algebra,-33,2,2,PROPN
Algebra,-5,2,2,"NOUN, PROPN"
Algebra,-axi,27,3,NOUN
Algebra,-axis,1,1,NOUN
Algebra,-coordinate,6,4,"NOUN, VERB"
Algebra,-intercept,2,2,PROPN
Algebra,.2,1,1,PROPN
Algebra,.Find,7,5,PROPN
Algebra,.Give,9,4,PROPN
Algebra,.Show,12,5,PROPN
Algebra,.The,3,2,PROPN
Algebra,.Work,2,1,PROPN
Algebra,.Write,1,1,VERB
Algebra,.You,6,4,PROPN
Algebra,.find,4,3,"ADV, NOUN"
Algebra,.give,2,1,ADJ
Algebra,.the,2,1,NOUN
Algebra,10,1,1,PROPN
Algebra,10th,2,1,ADJ
Algebra,12).work,1,1,VERB
Algebra,18jame,4,2,NOUN
Algebra,19x,3,1,PROPN
Algebra,1st,5,3,ADJ
Algebra,2)circle,1,1,NOUN
Algebra,26).find,2,1,NOUN
Algebra,2a,1,1,NOUN
Algebra,2nd,8,3,ADJ
Algebra,36)Point,1,1,PROPN
Algebra,3p,2,1,PROPN
Algebra,3rd,5,1,ADJ
Algebra,3x,5,2,NOUN
Algebra,3y,3,2,PROPN
Algebra,4).Point,1,1,PROPN
Algebra,440p.4,2,2,PROPN
Algebra,450kwh,1,1,NOUN
Algebra,470p,2,2,NOUN
Algebra,4th,4,1,ADJ
Algebra,4x,4,2,"NOUN, PROPN"
Algebra,5)Point,1,1,PROPN
Algebra,5.Emma,1,1,PROPN
Algebra,5th,3,2,ADJ
Algebra,5x,2,1,PROPN
Algebra,6andpasse,1,1,NOUN
Algebra,6th,6,1,ADJ
Algebra,6x,2,1,NOUN
Algebra,7).Point,1,1,PROPN
Algebra,7x,2,1,PROPN
Algebra,8)is,1,1,ADJ
Algebra,8)point,1,1,NOUN
Algebra,800.find,1,1,VERB
Algebra,800her,1,1,NOUN
Algebra,8th,1,1,ADJ
Algebra,8x,3,2,PROPN
Algebra,9.give,1,1,ADJ
Algebra,9th,1,1,ADJ
Algebra,=,57,16,"NOUN, PROPN"
Algebra,A,21,7,PROPN
Algebra,A.The,2,1,PROPN
Algebra,AB,3,2,PROPN
Algebra,ABCD,1,1,PROPN
Algebra,AC,1,1,PROPN
Algebra,APO,1,1,PROPN
Algebra,Aandpasses,2,1,PROPN
Algebra,Adult,2,1,PROPN
Algebra,Ali,4,2,PROPN
Algebra,Alison,1,1,PROPN
Algebra,Amina,2,1,PROPN
Algebra,Amy,3,2,PROPN
Algebra,Amy?You,2,1,PROPN
Algebra,Angle,4,1,PROPN
Algebra,B,12,6,PROPN
Algebra,B.,12,4,PROPN
Algebra,B.The,1,1,PROPN
Algebra,Becky,1,1,PROPN
Algebra,Ben,3,2,PROPN
Algebra,Beth,2,1,PROPN
Algebra,Bethany,2,1,PROPN
Algebra,Betty,1,1,PROPN
Algebra,Bhavara,2,1,PROPN
Algebra,Bill,2,1,PROPN
Algebra,Billy,1,1,PROPN
Algebra,Bradley,2,1,PROPN
Algebra,Brogan,1,1,PROPN
Algebra,C,8,5,PROPN
Algebra,C.,6,3,PROPN
Algebra,Calculate,1,1,PROPN
Algebra,Ceris,2,1,PROPN
Algebra,Chris,3,2,PROPN
Algebra,Circle,55,20,PROPN
Algebra,Clare,2,1,PROPN
Algebra,Colin,1,1,PROPN
Algebra,Company,3,1,PROPN
Algebra,Complete,1,1,PROPN
Algebra,Composite,1,1,PROPN
Algebra,Correct,6,1,PROPN
Algebra,D,2,2,PROPN
Algebra,D.,2,2,PROPN
Algebra,Dan,3,2,PROPN
Algebra,Debbie,1,1,PROPN
Algebra,Description,1,1,PROPN
Algebra,Distance,2,1,PROPN
Algebra,Dronston,2,1,PROPN
Algebra,Ed,1,1,PROPN
Algebra,Ella,1,1,PROPN
Algebra,Ellie,2,1,PROPN
Algebra,Emma,1,1,PROPN
Algebra,Equation,2,1,PROPN
Algebra,Expand,1,1,PROPN
Algebra,Express,12,4,PROPN
Algebra,F,1,1,PROPN
Algebra,Factorise,71,4,PROPN
Algebra,Faisal,1,1,PROPN
Algebra,Fay,2,1,PROPN
Algebra,Fibonacci,4,1,PROPN
Algebra,Figure,2,1,PROPN
Algebra,Francis,1,1,PROPN
Algebra,Function,2,1,PROPN
Algebra,G.,2,1,PROPN
Algebra,Gemma,5,3,PROPN
Algebra,Georgina,2,1,PROPN
Algebra,Graph,2,1,PROPN
Algebra,HCF,1,1,PROPN
Algebra,Harry,2,1,PROPN
Algebra,Ian,1,1,PROPN
Algebra,Izzy,3,1,PROPN
Algebra,Jalina,6,1,PROPN
Algebra,James,4,2,PROPN
Algebra,Jane,2,1,PROPN
Algebra,January,1,1,PROPN
Algebra,Jenny,1,1,PROPN
Algebra,Jim,3,2,PROPN
Algebra,Jo,2,2,PROPN
Algebra,Joe,2,1,PROPN
Algebra,Julie,1,1,PROPN
